word、PPT	生物信息工程师
JSP、Servlet、Java Bea	程序员
ADO.Net	软件研发
LINUX	DBA,通信工程师,产品经理,咨询顾问,软件测试工程师
html+javascript	技术主管
GDB (Gnu调试器)	资深软件工程师
c语言，c++	软件
Operating Systems-Windows NT/2000/XP	软件工程师,项目经理,产品经理,java程序员,教师,Senior Software Engineer,机械工程师,经理,行业研究员,总经理
Quicktest Professional	测试工程师,软件测试工程师
AUTO CAD	项目助理,水电设计员,销售助理,工艺,机械设计,矿物加工技术或设计岗位,焊接、热处理工程师,自动化控制工程师
通信集成电路	渠道客户经理
matlab、eviews	统计
Mysql	软件工程师,嵌入式linux驱动工程师,产品开发经理,Android开发工程师
单片机	嵌入式软件工程师,电子工程师,电气工程师,嵌入式工程师,软件工程师,通信/电子,机械工程师,单片机工程师/助理,嵌入式软件开发,电气设计工程师   电子设计工程师
Unix Linux	Unix工程师
Pyhton	程序员
羽毛球	行政经理，总裁秘书
Internet	项目管理
Struts+Spring+Hibern	软件工程师
Windows Develop-PowerBuilder	数据库管理员,开发工程师,软件高级工程师,项目经理（零售行业），项目总监（零售行业）,DBA,软件工程师,总经理秘书,中级软件开发工程师
Hardware-Computer	销售助理,Purchase manager,工程师,保税库项目经理,软件工程师,产品部,管理培训生,培训生,系统工程师 系统管理员 网络管理员 网络工程师 高级桌面工程师,运维经理
SPHR（高级人力资源管理专家）	人事主管；法务主管/专员；总监/部门经理；行政经理/主管/办公室主任
CAM350	Layout主管
Heperion	财务分析经理
广告设计	业务支持
MS OFFICE	设备经理,环保类,会计、人力资源暑期实习生,市场经理
计算机技能	管理培训生,审计助理,销售,总经理助理,行政，助理，秘书，,销售部经理/大区经理/办事处经理/分公司经理/区域经理/省级经理,DBA，数据库，oracle,外贸业务员,土建经理,新能源咨询/投资顾问
Windows XP	无
TCP/IP协议编程	高级软件工程师
护理认证	深圳市健桥妇科医院,医疗
PDM、capp	冲压工艺师
网络	软件程序员,技术支持工程师,产品经理,工程师,测试 培训
Photoshop、Illustrator、InDesign	平面设计师
销售工具	区域销售经理
应用中间件	程序员
office办公软件，Photoshop	研发
3D MAX	平面设计,施工员,室内设计师,动作设计
Aspen plus，HYSYS	工艺工程师
材料工程	焊接工程师、材料工程师
工业设计	工业设计及管理,工业设计/产品经理,工业设计,工业/产品设计师
Aix	数据库工程师
西班牙语	西班牙语翻译  西班牙语业务员,西班牙语,西班牙语翻译,编辑,西班牙语有关的职业,采购工程师
Microsoft word	陈列经理
mysql,Oracle,sqlserv	java软件工程师
各类Linux系统相关	BI相关
CAD  PROE	暖通工程师
天正建筑	施工员,建筑设计,设计师助理
MS Project	人力资源,Project manager
Div	Java软件工程师
销售终端（POS）系统	店长
自动办公软件	设计员
OF	学生会主席
CAD工程图	制图员
临床试验方案设计、数据管理、统计分析 	数据管理、统计分析、临床研究
硬件组件	计算机教师
OA	人力资源总监
数据库（sqlsever，mysql）	软件开发工程师
学校管理	驻外翻译
时钟设计	产品经理，客户经理，销售，市场
协调能力	秘书/助理/文员/教师,网路编辑,生产管理,助理
销售沟通	进出口贸易
VC＋＋编程	C/C++
EXECL	成本管理工程师
C,C++,JAVA	数据库开发工程师
C51	电器维修工程师
幕墙工程	幕墙技术总工程师
spring	项目经理,java程序员,java软件工程师,前端或后台,java开发工程师
电子商务 (B2X) 市场营销	电子商务,社区商务专员,市场经理,市场部经理
Visio	软件工程师,技术主任
Marketing Representa	Product manager
品牌策划	平面设计
熟练运用Struts2、Hibernat	Java程序员
销售终端(POS)安装	网络部部长
页面切图	网站制作/网站策划
Corel Draw	平面设计,服务器/系统管理/IT/技术/运维工程师,美术编辑
proE	机械工程师,机械设计师
财务软件（SAP\用友\金蝶）	预算及报表分析主管
软件架构设计	高级客户代表
商务演示（Powerpoint）	Analyst 分析员 管理培训
QC/TD8.0	软件测试工程师
AJax,ASP.Net,ADO.net	Unity3d游戏开发工程师
scala	Manager of Control Department
WINCC 组态软件	助理电气工程师
SIMATIC Manager	电气工程师
软硬件维修维护	设备经理
PCB绘制软件Protel、 AD	嵌入式软件工程师
英语教学	英文翻译，董事长/总经理助理,英语教师,管理,服务员,法务总监/法务经理,英文培训师， 银行客户经理,英语翻译、教师,英语，翻译，英语翻译,教师或翻译
成本-产量-利润分析	销售经理 销售总监
proe	助理工程师 绘图员,产品结构工程师,制图员,机构工程师(ME),机械设计,机构设计工程师,机械设计工程师,钣金制图员,机械工程师
proc	程序员
浙江省网络技术三级	外贸会计、往来会计
Unity3d	3D场景建模,游戏开发工程师
熟练掌握mysql5.0,oracle1	程序员
Oracle数据库	java软件工程师,软件开发工程师,Java工程师,技术支持工程师,软件测试工程师,java软件开发工程师,软件测试,java软件工程师,web前端,应用工程师,软件工程师
html/css	软件开发工程师
相关需求及设计文档编写能力；	高级软件工程师
Lucene	北京鹏润鸿途科技有限公司
熟悉VS2010开发环境	VC++
熟练使用SolidWorks	机械工程师
销售分析	市场主管、运营分析
Microsoft Office XP	客户经理,人事行政助理
java语言，j2EE开发，MVC分层架构	软件工程师
Linux下的程序设计	嵌入式Linux软件工程师
vc6.0	研发工程师
市场推广	副总经理，总监，经理,初级职位,营销管理培训生 人力资源管理,商务管理,Marketing Manager or Director,市场相关
办公软件power point	环保工程师
搜索引擎优化 (SEO)	销售代表,SEO优化营销推广,SEO 工程师,业务,运营总监,市场部,SEO主管,学生
Design/Media-PhotoShop	工程师,市场经理,结构工程师,SEO优化专员,营销推广经理,winorm, 农产品检测 土壤肥料 肥料推广 肥效试验 肥料研发 生产管理,软件工程师,理财顾问,培训主管
abaqus有限元分析	焊接工程师
Mercury Interactive LoadRunner	软件测试工程师,测试工程师
In Desing	平面设计师
SOILIDWORKS	电气工程师，机械工程师，设备工程师，设备管理
单片机嵌入式	软件测试工程师
LS-DYNA	CAE工程师，包装工程师
Webwork	JAVA开发
熟悉测试流程，能根据需求文档编写测试用例	软件测试工程师
ACE	C/C++软件工程师
SQL server	软件研发工程师,C/C++软件工程师,软件工程师,软件测试工程师
ehr系统	人事专员
金融分析	投资银行分析师,金融分析,金融研究员
篮球	Private First Class,计算机软件工程师
html、html5、css2	java工程师
Origin、ChemDraw等华工软件	高分子材料相关
丰田生产系统（TPS）	精益生产工程师
CAD/CATIA/UG/OFFICE	装配工艺工程师
导游	代课老师,行政人事助理、讲解员、编辑文案、文员,媒体关系经理,导游,HRM、行政、教学,会计、审计,市场部主管,人事专员 旅游顾问
信息安全	光网络覆盖
促销	机械工程师
por/E	机械工程师
FLASH BUILDER	AS3
Adobe Premiere	记者，编辑，网络编辑,助理，兼职,交互设计/视频编辑制作/UI设计,室内设计师,FLASH动画师,编辑/编导/记者/公关/教师,文案,机械工程师,运营经理;运营总监;产品经理,后期编辑
PHOTO SHOP	管理培训生
Adobe Audition	银行、事业单位、通讯行业职员或公务员,外贸
3ds max	平面设计师
产品自动化测试方案和原理	软件工程师
matlab软件	统计专员
Network-Advance Link	产品经理,仓库或物流主管,国际销售, 经理, 专员, 助理, 秘书, 翻译,副总经理兼任技术总监,智能工程部技术员,质量部总监（经理）
ASD09	研发工程师
电子商务系统	行政总监
FPGA电路设计	硬件工程师
PS、AI	公关助理,总经理
AUTOCAD	电气工程师,水处理工程师,设计,开闭件工程师,土建工程师,营业厅经理,机械工程师,室内设计助理,机械设计师,电子研发工程师
ERP SAP 熟练使用	财务部
财务预测	财务相关职位
KeyShop3	工业/产品设计
Excel	会计,律师助理,软件测试工程师,产品经理,项目工程管理,unity程序员,安全总监,外贸业务员,策划,船体设计师
PROE造型	工艺管理
精通主流开发框架如ssi,ssh	Java工程师
Windows Develop-C++	软件工程师,项目经理,高级软件工程师,技术总监,技术支持工程师,协议软件开发工程师,研发工程师,高级工程师,技术支持,工程师助理
MS Office Visio	银行对公客户经理
sketchup	景观设计师,绘图员、资料员、工程助理、质检员,园林景观设计
EMC存储系统	系统工程师
linux,fedora	嵌入式软件开发工程师
bodypaint	3D场景建模
NX8.0	工程师
熟悉C、Java语言，具有一定的编程能力	软件测工程师
mfc,matlab	技术开发部门软件工程师
Linux编程	软件工程师,嵌入式软件工程师,嵌入式linux研发/软件工程师,软件开发,Linux C/C++软件工程师,嵌入式软件研发工程师,ETL高级工程师,engineer
初级会计师	会计,财务经理,会计、会计助理、出纳、,稽核员,会计主管,会计、税务、审计,会计主管。总账，会计。成本。,初级会计师
groovy	程序员
招标投标	销售助理
axure rp	总经理/副总/COO/CMO
Office	电气工程师,IE工程师,摄影师,鞋类产品设计师,平面设计师,造价工程师,文 职,软件测试,编辑,关于销售方面的
Hardware-CAD	项目经理,电气工程师,工程师,生产厂长，经理，主管,产品工程师,辅导教师,电子硬件研发工程师,常务副总经理,设计师,投资分析师
Firewall	项目管理
财务管理	财务经理,财务主管/会计/成本主管/财务分析/等,主管会计或者高级审计师,营销总监,财务主管,财务部实习生,项目财务主管,财务经理、审计经理、财务总监,财务副总裁或财务总监,财务经理/采购经理
审计软件	审计员
熟练使用freecale单片机编程、使用三菱FX系列PLC编写梯形图；	机械工程师
Java Servlets	销售或售前,软件工程师,java开发工程师
labview	实习生
shell编程	c/c++
MES	跟单
E-plan	现场调试工程师
mysql、sqlserver	java程序员
ug	生产管理,售后调试,机械工程师,模具设计,技术员
css+div+jquery	软件工程师
善于与人沟通	风险控制专员
网络与电话调试安装	行政经理
有驾驶证	会计，主管会计
垂直/行业营销	销售部
培训/教学课程	售前工程师
svn，git，maven	java开发
CPLD	电子研发工程师
Project  、Acrobat	售前技术支持
安全生产	管理、总务主管,行政人事主任
Proe软件	机器人工程师
JAVA/Android/C++	软件工程师
Pro/e、SOLIDWORKS	工程经理
UG NX	机械设计工程师,项目工程师 采购工程师,助理工程师,模具设计,工程师,设计员,编程组长,机械设计,机械助理工程师,数控教师
jquery+ajax+json	java 软件工程师
营销手段	行政助理，营销专员,无,营销策划
人力资源管理软件	招聘/培训 人力资源 主管/经理 
供应链和采购	信息技术经理
项目管控，执行能力强	项目经理
PLC语言	机械工程师
网页前台编辑HTML	软件测试员
AD画图	行政人事助理
会计软件	财务助理,财务/会计主管；财务/会计经理；主办会计；会计,应收应付，财务助理，会计助理,，财务，会计,会计,财务会计,会计 会计助理,费用会计,会计，金融方面
金蝶&用友	财务经理
